"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1160","DotEnv test - login","chromium","2026-01-05","passed","2026-01-05","","login.spec.js","",""
